idx,tt_abstract,tt_add,tt_add_assign,tt_and,tt_assign,tt_at,tt_bang,tt_bitand,tt_bitor,tt_boolean,tt_break,tt_byte,tt_caret,tt_case,tt_catch,tt_charliteral,tt_class,tt_colon,tt_comma,tt_dec,tt_default,tt_div,tt_div_assign,tt_dot,tt_double,tt_ellipsis,tt_else,tt_enum,tt_equal,tt_extends,tt_false,tt_final,tt_finally,tt_float,tt_floatliteral,tt_for,tt_ge,tt_gt,tt_identifier,tt_if,tt_implements,tt_import,tt_inc,tt_instanceof,tt_int,tt_intliteral,tt_lbrace,tt_lbrack,tt_le,tt_long,tt_lparen,tt_lshift,tt_lshift_assign,tt_lt,tt_mod,tt_mod_assign,tt_mul,tt_mul_assign,tt_multicomment,tt_new,tt_notequal,tt_nullliteral,tt_or,tt_package,tt_private,tt_public,tt_question,tt_rbrace,tt_rbrack,tt_return,tt_rparen,tt_rshift,tt_rshift_assign,tt_semi,tt_singlecomment,tt_static,tt_stringliteral,tt_sub,tt_sub_assign,tt_switch,tt_this,tt_throw,tt_throws,tt_tilde,tt_true,tt_try,tt_ushift,tt_void,tt_while,tv_abstract,tv_add,tv_add_assign,tv_and,tv_assign,tv_at,tv_bang,tv_bitand,tv_bitor,tv_boolean,tv_break,tv_byte,tv_caret,tv_case,tv_catch,tv_charliteral,tv_class,tv_colon,tv_comma,tv_dec,tv_default,tv_div,tv_div_assign,tv_dot,tv_double,tv_ellipsis,tv_else,tv_enum,tv_equal,tv_extends,tv_false,tv_final,tv_finally,tv_float,tv_floatliteral,tv_for,tv_ge,tv_gt,tv_identifier,tv_if,tv_implements,tv_import,tv_inc,tv_instanceof,tv_int,tv_intliteral,tv_lbrace,tv_lbrack,tv_le,tv_long,tv_lparen,tv_lshift,tv_lshift_assign,tv_lt,tv_mod,tv_mod_assign,tv_mul,tv_mul_assign,tv_multicomment,tv_new,tv_notequal,tv_nullliteral,tv_or,tv_package,tv_private,tv_public,tv_question,tv_rbrace,tv_rbrack,tv_return,tv_rparen,tv_rshift,tv_rshift_assign,tv_semi,tv_singlecomment,tv_static,tv_stringliteral,tv_sub,tv_sub_assign,tv_switch,tv_this,tv_throw,tv_throws,tv_tilde,tv_true,tv_try,tv_ushift,tv_void,tv_while,label
556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554603831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587502135,0,0,0,0,0,0,0.137549681,0,0,0,0,0,0,0,0.287790387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495492291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655653317,0,0,0,0,0,0,0.307011326,0,0,0,0,0,0,0,0.32117453,0,0,0,0.183319858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552970185,0,0,0,0,0.182558209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181622146,0,0,0,0,0,0.548512258,0,0.380001663,0,0,0,0.216897183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654253592,0,0,0,0,0.215996028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141021441,0,0,0,0,0,0,0,0.295054229,0,0,0.452817752,0.168410924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507998538,0,0.611113927,0,0,0.167711218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178561715,0,0,0,0,0,0.271047732,0,0,0,0,0.377283356,0,0,0,0,0,0,0,0.439155477,0.433846234,0,0,0,0,0,0,0,0.151286884,0,0,0,0.086351461,0,0,0.444096203,0,0,0,0,0,0,0,0,0,0,0,0.26047251,0.261571438,0,0,0,0.085992692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238990337,0,0,0,0,0,0.362775352,0.448352758,0,0,0,0,0,0,0,0,0,0,0,0.29388695,0.387111941,0,0,0,0,0,0,0,0.202485194,0,0,0.310752672,0.11557441,0,0,0.29719333,0,0,0,0,0,0,0,0,0,0,0,0.348621278,0,0,0,0,0.115094227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209749565,0,0,0,0,0,0.636778651,0.393496226,0,0,0,0,0,0,0,0,0,0,0,0.257929507,0.339748302,0,0,0,0,0,0,0,0.177710872,0,0,0,0.101433734,0,0,0.260831347,0,0,0,0,0,0,0,0,0,0,0,0.30596702,0,0,0,0,0.101012302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217214342,0,0,0,0,0,0,0,0.45446997,0,0,0,0.259402171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782466603,0,0,0,0,0.258324418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484657493,0,0,0,0,0,0.487900443,0,0.338010641,0,0,0,0.192929566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581957126,0,0,0,0,0.192127991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380045419,0.625751329,0,0,0,0,0,0,0,0.261847524,0,0,0,0.149457215,0,0,0.384321126,0,0,0,0,0,0,0,0,0,0,0,0.450826141,0,0,0,0,0.148836257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599200343,0,0,0,0,0,0,0,0,0,0,0,0,0.388016362,0,0,0,0,0,0.390612664,0,0.270611021,0,0,0,0.15445924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465914362,0,0,0,0,0.1538175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377546491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187273858,0,0,0,0,0,0,0,0.195913272,0,0,0,0.111823292,0,0,0.575095063,0,0,0,0,0,0,0,0,0,0,0,0.337306317,0.338729405,0,0,0,0.111358693,0.447048587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382753479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470672807,0.46498253,0,0,0,0,0,0,0,0.162144448,0,0,0,0.092548737,0,0,0.475968118,0,0,0,0,0,0,0,0,0,0,0,0.279166113,0,0,0,0,0.09216422,0,0,0,0,0.260630826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563125521,0.370878348,0,0,0,0,0,0,0,0,0,0,0,0.110727781,0,0,0.569460973,0,0,0,0,0,0,0,0,0,0,0,0.334001796,0,0,0,0,0,0,0,0,0,0.311825684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254180702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574307223,0.378242694,0,0,0,0,0,0,0,0.131897327,0,0,0,0.075284298,0,0,0.580768475,0,0,0,0,0,0,0,0,0,0,0,0.227089269,0,0,0,0,0.074971511,0,0,0,0,0.212011634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238532252,0,0.146092391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538950416,0.473275277,0,0,0,0,0,0,0,0.123777164,0,0,0,0.070649475,0,0,0.545013886,0,0,0,0,0,0,0,0,0,0,0,0.213108683,0,0,0,0,0.070355944,0,0,0,0,0.198959292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,0,0,0,0,0,0.461142607,0,0,0,0,0,0,0,0,0,0,0,0,0.173710986,0,0,0,0,0,0,0.325886814,0,0,0,0,0,0,0,0,0,0,0,0.213612787,0.562747413,0,0,0,0,0,0,0,0.147177091,0,0,0,0.168011352,0,0,0.216016041,0,0,0,0,0,0,0,0,0,0,0,0.253396629,0,0,0,0,0.167313305,0,0,0,0,0.236572312,0.209601545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219373753,0,0,0,0,0,0,0.41155148,0,0,0,0,0,0,0,0,0,0,0,0.269764393,0.621840407,0,0,0,0,0,0,0,0.185864991,0,0,0,0.106087938,0,0,0.272799381,0,0,0,0,0,0,0,0,0,0,0,0.320006067,0,0,0,0,0.105647169,0,0,0,0,0.298759204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350283241,0.576747389,0,0,0,0,0,0,0,0.241341678,0,0,0,0.137752898,0,0,0.354224108,0,0,0,0,0,0,0,0,0,0,0,0.415520971,0,0,0,0,0.137180568,0,0,0,0,0.387932377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43989539,0,0,0,0,0,0,0,0,0,0,0,0.288343302,0.379809771,0,0,0,0,0,0,0,0.198665675,0,0,0,0.113394307,0,0,0.291587313,0,0,0,0,0,0,0,0,0,0,0,0.342045165,0,0,0,0,0.112923182,0,0,0,0,0.319335012,0,0,0,0,0,0,0,0,0,0,0,0.458283595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260179816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421434249,0,0,0,0,0,0.636381237,0,0.220438035,0,0,0,0.125821525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379530908,0,0,0,0,0.125298768,0,0,0,0,0.354331882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451053046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730607028,0,0,0,0,0,0,0,0.191077942,0,0,0,0.109063384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32898127,0,0,0,0,0.108610252,0,0,0,0,0.307138496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0,0,0.623007664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36871743,0,0,0,0,0,0,0,0.257151528,0,0,0,0.146776837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442740985,0,0,0,0,0.146167015,0,0,0,0,0.413345114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495009019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304356847,0.501128791,0,0,0,0,0,0,0,0.209698849,0,0,0,0.119691817,0,0,0.307781018,0,0,0,0,0,0,0,0,0,0,0,0.361041117,0,0,0,0,0.119194527,0,0,0,0,0.337069724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704722872,0.435482236,0,0,0,0,0,0,0,0,0,0,0,0,0.187999707,0,0,0,0,0,0,0,0.196672606,0,0,0,0.112256704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338613672,0,0,0,0,0.111790305,0,0,0,0,0.316131353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282055299,0,0,0,0,0,0.428145805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57108467,0,0,0,0,0,0,0,0.238972096,0,0,0,0.136400389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411441232,0,0,0,0,0.135833678,0,0,0,0,0.384123513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503355408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533213729,0,0,0,0,0,0,0.124839339,0,0,0,0,0,0,0,0.261196984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449706097,0,0,0,0,0,0,0,0,0,0.419847776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557853506,0,0,0,0,0,0,0,0,0,0,0,0,0.481655905,0,0,0,0,0,0,0,0.251937951,0,0,0,0.143801034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433764706,0,0,0,0,0.143203576,0,0,0,0,0.404964816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23572134,0,0,0,0,0,0.711895809,0,0.246595758,0,0,0,0.140751819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424566985,0,0,0,0,0.140167029,0,0,0,0,0.396377779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291589066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590387934,0,0,0,0,0,0.356603009,0,0.247049605,0,0,0,0.141010866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425348379,0,0,0,0,0.140425,0,0,0,0,0.397107293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255527225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310423555,0,0,0,0,0,0.625001334,0,0.216496116,0,0,0.332255141,0.123571558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372744057,0,0,0,0,0.123058149,0,0,0,0,0.347995645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260179816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421434249,0,0,0,0,0,0.636381237,0,0.220438035,0,0,0,0.125821525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379530908,0,0,0,0,0.125298768,0,0,0,0,0.354331882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
